,PitchRight,RollRight,YawRight,WristPosZRight,ElbowPosYRight,ElbowPosZRight,GrabStrenthRight,GrabAngleRight,PinchStrengthRight,TimeLeft,PitchLeft,RollLeft,YawLeft,WristPosXLeft,WristPosYLeft,ElbowposXLeft,GrabStrenthLeft,GrabAngleLeft,PinchStrengthLeft,label,PositionXDiff,PositionYDiff,PositionZDiff,xyzTotal,velxyzTotal
516,1.28872,-1.169291,-0.8708176,30.40202,-39.05575,77.69534,0.4330121,1.433018,0.0,49.75,-0.572993,0.107491,0.9882916,-126.1822,154.5363,-248.0241,0.0,0.9119982,0.0,Spontaneous,126.71373,103.07739999999998,-19.703929999999996,164.5283094750499,256.5135703001706
517,1.277924,-1.145289,-0.8807973,27.84861,-29.62014,94.48018,1.0,2.595433,0.1972738,49.83230000000003,-0.9831452,-0.02953606,1.228585,-120.1622,166.397,-259.9911,0.0,1.014153,0.0,Spontaneous,141.82814,100.52529999999999,-29.54173,176.33284165844572,391.2136764887761
518,1.244893,-0.9533459,-1.069291,15.68788,-36.83238,89.00504,1.0,3.141593,0.1537356,49.9153,-1.022231,0.01727965,1.333761,-127.1585,175.0545,-266.1975,0.0,1.502257,0.6378214,Spontaneous,127.55825,80.73230000000001,-43.000442,156.96448457707834,360.7905522738108
519,1.196897,-0.7568555,-1.201415,4.60416,-62.21467,59.87862,1.0,3.141593,0.148551,49.99800000000005,0.4086396,0.7455767,1.371247,-126.488,152.5413,-253.4406,0.3602405,2.686865,0.5614742,Spontaneous,105.28612,49.150000000000006,-46.608067000000005,125.19265742898378,375.7076039658355
520,1.096648,-0.6338146,-1.198432,4.837646,-48.68841,57.97104,1.0,3.141593,0.06690969,50.08110000000005,1.158863,2.271732,1.067794,-96.03151,137.5587,-263.9423,0.7173022,3.141593,0.848904,Spontaneous,99.78754,17.462400000000002,-31.151615,105.98543140507485,911.3229507433608
521,1.235001,-0.71297,-1.260651,9.966858,-37.99136,68.38703,1.0,3.141593,0.08558148,50.163700000000006,1.227047,-2.666892,-0.176177,-69.83985,140.7583,-211.7971,0.0,1.503023,0.09217209,Spontaneous,90.50136,16.979299999999995,8.0243254,92.42933835349405,557.615040314705
522,1.224857,-0.8720644,-1.155495,17.73075,-32.46663,74.77,0.8534583,2.600823,0.0,50.246500000000026,0.9123334,2.976158,-0.1920942,-77.22652,115.6237,-206.899,0.0,2.335408,0.3670677,Spontaneous,89.48009000000002,64.0214,29.533989,113.9196325073963,686.1401681377704
523,1.209577,-1.002614,-1.015488,26.3744,-41.39894,80.65375,0.0,0.08006844,0.0,50.329800000000034,0.3334373,2.614983,0.1418765,-104.4654,120.6908,-233.2758,0.4140171,2.952924,0.6779675,Spontaneous,80.52464,74.059,39.496790000000004,116.31401269165164,246.5307282278185
524,1.302016,-1.102929,-1.046233,30.12268,-23.30339,95.79373,0.0,0.0,0.0,50.41220000000004,0.1827266,2.638707,0.144657,-106.6163,125.0236,-237.5091,0.2424999,2.541278,0.9602968,Spontaneous,84.27915000000002,89.3826,52.13005,133.4532368303032,117.5263616300577
525,1.324957,-1.141554,-1.026245,32.37805,-30.41736,80.74632,0.0,0.3428107,0.0,50.495000000000005,0.319141,2.359702,0.00114593,-105.6085,120.895,-225.2711,0.1390901,1.301791,0.0,Spontaneous,82.65769999999999,90.33429999999998,49.35384,132.01659989760984,124.41110474464489
526,1.306466,-1.180258,-0.9365742,37.36452,-34.4423,78.83138,0.7090461,1.805074,0.0,50.578400000000045,0.4161801,1.886483,-0.1009105,-109.6972,133.5325,-206.6417,0.0,0.3490895,0.0,Spontaneous,85.04629999999999,79.43980000000002,49.08709,126.30557142263402,90.60145146856422
527,1.315028,-0.9759561,-1.184199,36.94168,-17.58165,90.27507,1.0,3.141593,0.0,50.66070000000002,0.6633431,1.396457,-0.1097266,-101.6975,131.903,-173.5255,0.0,0.2300162,0.0,Spontaneous,93.34107,76.51649999999998,42.29359,127.89088269334525,194.0445616814697
528,1.424458,-0.9624649,-1.35597,39.63988,-39.75109,95.08776,1.0,3.141593,0.2057469,50.74350000000004,0.6510705,0.8245272,0.1971593,-99.86093,129.3317,-217.6846,0.0,0.005508255,0.0,Spontaneous,104.7,71.44919999999999,40.70141099999999,133.1303235105771,37.03557598848572
529,1.401809,-0.8337533,-1.384551,44.28393,-33.87151,74.60728,1.0,3.141593,0.2047514,50.8263,0.3969684,0.4170641,0.4566752,-102.8144,131.3914,-206.3687,0.0,0.3937416,0.0,Spontaneous,104.48882,75.7156,35.510521999999995,133.83483388514696,125.54873834232107
530,1.416723,-0.7769232,-1.41672,47.36004,-21.40583,66.93564,1.0,3.141593,0.1925936,50.90930000000003,-0.1189533,0.1300745,0.7236668,-109.5755,150.5726,-238.4133,0.0,1.039671,0.0,Spontaneous,109.12499000000001,83.12190000000001,21.904899999999998,138.91486006227018,302.6328882353215
531,1.4178,-0.8213832,-1.40471,47.63313,-26.61349,67.91026,1.0,3.141593,0.147283,50.99200000000002,-0.4767359,-0.09195996,0.9264772,-110.7521,160.7353,-270.8234,0.0,0.8852592,0.0,Spontaneous,116.72620999999998,90.59960000000001,0.099969999999999,147.76097460129654,318.9269338502036
532,1.409421,-0.8492581,-1.385211,44.68052,-20.48087,65.2356,1.0,3.141593,0.1302589,51.07480000000004,-0.6530958,-0.0670431,1.124676,-118.1143,159.7911,-259.2279,0.0,0.7311255,0.0,Spontaneous,114.90395000000001,92.12189999999998,-23.25493,149.09779996538313,250.75563093057713
533,1.394721,-0.971373,-1.304512,42.93848,-35.42159,76.49918,0.2119999,1.452106,0.0,51.157700000000034,-0.7000031,-0.05375122,1.355427,-123.2156,161.4693,-256.5758,0.0,0.8774914,0.0,Spontaneous,117.02476999999999,80.67949999999999,-41.44532999999999,148.05976459731318,300.90285787575334
534,1.373141,-1.023219,-1.230605,46.21753,-38.64291,91.78084,0.0,0.4927275,0.0,51.24060000000003,-0.6882924,-0.005133211,1.429654,-124.0783,162.8049,-250.3933,0.08628,1.218365,0.1237845,Spontaneous,115.5627,68.53370000000001,-40.65662999999999,140.37295761626206,170.37904554422806
535,1.376206,-1.037897,-1.226524,49.14246,-23.13436,99.35681,0.0,0.2528198,0.0,51.32340000000005,-0.3977583,0.06252041,1.155984,-124.0501,160.3234,-258.3223,0.3316316,1.437982,0.5436483,Spontaneous,114.24133,78.29909999999998,-14.469029999999997,139.25222931831217,517.6129225618605
536,1.402904,-1.069425,-1.246966,50.50828,-26.50503,89.94416,0.0,0.5238846,0.0,51.40620000000001,-0.3975038,0.01486629,0.8862935,-125.0677,152.5323,-261.124,0.2881073,1.313719,0.3042349,Spontaneous,108.42925,98.2715,20.98184,147.83243073696008,427.90530039541795
537,1.405437,-1.144237,-1.187078,47.54996,-34.9307,73.34422,0.8351329,2.023374,0.01844179,51.48910000000001,-0.2687581,0.1216954,0.6806343,-126.7696,138.3444,-241.4149,0.4553027,1.507758,0.3517188,Spontaneous,105.59627,115.37109999999998,47.199574,163.36726336357714,255.22938298155324
538,1.427086,-0.9979355,-1.340945,40.53574,-41.17196,87.44586,1.0,3.141593,0.2039864,51.57180000000005,-0.1715292,0.1769762,0.5330119,-131.1825,129.4533,-243.9039,0.3692932,1.613943,0.312489,Spontaneous,95.87733,116.29069999999999,56.46957,160.94968670489482,247.0357289679507
539,1.541724,-0.9682007,-1.528502,33.61255,-48.64197,68.32886,1.0,3.141593,0.2776567,51.65470000000005,0.09803364,0.4694097,0.3066365,-127.1576,112.6682,-203.6187,0.0,0.6682998,0.0,Spontaneous,80.28718999999998,106.8216,68.8506,150.32395758832357,210.8065338834845
540,1.564142,-0.9429492,-1.561629,32.84238,-45.99967,68.7409,1.0,3.141593,0.2444526,51.73750000000001,0.2158459,0.5835068,0.2000742,-125.0196,111.6164,-202.6816,0.0,0.3252429,0.0,Spontaneous,75.37549999999999,102.18200000000002,71.04996,145.50162865154329,77.5138666890667
541,1.473956,-0.9152356,-1.444505,35.24928,-34.27269,69.59612,1.0,3.141593,0.1725612,51.82030000000003,0.322567,0.6604421,0.1748191,-122.4772,124.0049,-202.5691,0.0,0.0305023,0.0,Spontaneous,78.67919999999998,89.27879999999999,65.22156,135.7017779209749,214.5886762741282
542,1.350573,-0.856131,-1.314291,35.63832,-25.68658,69.98503,1.0,3.141593,0.02362262,51.90350000000001,0.5506917,0.8488674,0.1042837,-120.9426,141.2625,-225.7337,0.0,0.0,0.0,Spontaneous,73.4276,63.266099999999994,47.5329,107.95178754138348,430.97556949115494
543,1.280035,-0.8602377,-1.208048,40.81079,-27.35903,103.5076,0.1573118,1.224294,0.0,51.98600000000005,0.6455604,1.021716,0.06189724,-128.2553,162.7927,-218.5091,0.0,0.0,0.0,Spontaneous,62.5647,30.308399999999978,28.825521,75.25856401481123,575.955025093051
544,1.165476,-0.8148842,-1.065384,37.19002,-42.78512,71.78719,0.0,0.6844525,0.0,52.06960000000004,0.7152423,1.111606,0.05237332,-140.0317,182.39,-197.119,0.0,0.04502279,0.0,Spontaneous,39.84530000000001,-7.998000000000019,-2.20345,40.69976815649569,564.0845915306431
545,0.9375157,-0.7446048,-0.8470457,31.06974,-33.82472,78.18385,0.0,0.15308,0.0,52.151700000000005,0.8828787,1.302903,-0.01227539,-142.3095,191.4745,-189.4882,0.0,0.0,0.0,Spontaneous,32.211900000000014,-32.17500000000001,-43.848665999999994,63.21030482911436,710.3666867517938
546,0.7588805,-0.6803085,-0.6213088,20.96351,-41.27665,86.85763,0.0,0.0,0.0,52.23480000000001,1.19952,1.684943,-0.5135165,-143.7742,200.3575,-186.7499,0.0,0.223146,0.0,Spontaneous,21.3142,-58.941700000000026,-99.60569000000001,117.68480191131778,791.2022552794962
547,0.6051273,-0.5818398,-0.4894027,3.869068,-22.95998,115.7417,0.0,0.1142755,0.0,52.31750000000005,1.466928,2.085647,-1.393849,-148.5151,206.0554,-184.6988,0.0,0.8864962,0.07366978,Spontaneous,4.749300000000005,-71.46359999999999,-154.78427,170.55137705361074,722.6125772058576
548,0.4277834,-0.4582302,-0.4201773,-20.17799,-1.645203,140.1623,0.0,0.0,0.0,52.40020000000004,1.634533,2.406324,-1.628644,-153.7428,224.006,-214.9028,0.0,1.526879,0.4188488,Spontaneous,-7.27709999999999,-93.57320000000001,-198.51943,219.58794144983213,395.13383294499664
549,0.3209247,-0.3510983,-0.3117666,-39.4323,28.56801,148.243,0.0,0.06058514,0.0,52.483,1.55216,2.320796,-1.550816,-144.0326,219.1493,-210.2944,0.0,1.237292,0.3978578,Spontaneous,17.752399999999994,-98.8699,-200.86397,224.58125317116497,492.17164192099506
550,0.3034925,-0.3966392,-0.2960906,-32.98938,30.4767,162.6987,0.0,0.1200304,0.0,52.56580000000002,1.453079,2.081329,-1.375345,-110.9929,181.4543,-182.691,0.0,0.8493166,0.08872271,Spontaneous,61.963300000000004,-71.8835,-142.89291,171.53737740623208,1091.563616405785
551,0.4305445,-0.4374078,-0.5207041,-6.634084,25.51405,166.3851,0.0,0.2455009,0.0,52.64870000000002,1.400554,2.001095,-1.256236,-85.0499,148.4326,-167.4746,0.0,0.5722929,0.317531,Spontaneous,70.97200000000001,-31.99600000000001,-68.69957,103.82870372967632,1255.2643580987972
552,0.6033003,-0.4468748,-0.8986793,42.35542,16.62314,148.3169,0.0,0.5400943,0.0,52.73230000000001,1.212152,1.578126,-0.5667957,-70.08885,116.0821,-137.7206,0.0,0.02233826,0.0,Spontaneous,72.60399,8.123099999999994,31.477175000000003,79.5495861932086,1163.3965275773303
553,0.805647,-0.3692581,-1.173031,94.99635,40.98353,120.505,0.0,0.6237051,0.0,52.8143,0.9956515,1.262021,-0.1116166,-67.72054,103.2867,-161.0717,0.0,0.0,0.0,Spontaneous,72.63609,29.119,122.64699,145.48608829557622,860.2486433240813
554,0.5484353,-0.2697841,-1.001021,136.8471,65.29527,204.1161,0.0,0.3239953,0.0,52.8981,0.6128663,0.7201602,0.1919437,-77.10258,98.06995,-168.6538,0.0,0.0,0.0,Spontaneous,70.26846,41.62639999999999,165.4577,184.51738166639367,421.12225296372236
555,0.5212148,-0.3430275,-0.7838117,158.9902,95.3003,275.7166,0.0,0.172428,0.0,52.98000000000002,0.207123,0.36589,0.3143309,-86.1954,95.43685,-148.1727,0.0,0.0,0.0,Spontaneous,64.25876,67.41749999999999,178.05451,200.94207143932726,179.34306498617883
556,0.5101658,-0.4106841,-0.6492741,163.8199,116.7409,270.1816,0.0,0.3090631,0.0,53.06290000000001,0.1678162,0.3523909,0.3365604,-92.76546,99.91241,-133.0776,0.0,0.2004861,0.0,Spontaneous,62.55874,75.82029999999999,177.51241,202.91123563392367,122.87524584026067
557,0.5048528,-0.4640058,-0.482348,153.9253,86.92699,241.6237,0.0,0.65467,0.0,53.14570000000003,0.1350163,0.4050508,0.3700983,-102.8371,113.5571,-136.7631,0.0,0.5573034,0.0,Spontaneous,62.67041999999999,72.77100000000002,152.90349,180.56211462584423,399.54869275739424
558,0.4297206,-0.4533795,-0.3861859,138.7877,73.04366,240.8226,0.0,0.7153864,0.0,53.22850000000005,-0.1376882,0.2834543,0.5236177,-118.2063,142.2839,-206.1619,0.0,0.9881267,0.0,Spontaneous,65.45443999999999,63.028700000000015,112.45514,144.57890320452427,622.584136660506
559,0.4111739,-0.3643593,-0.363294,113.0598,75.02573,238.9065,0.0,0.7095172,0.0,53.31130000000002,-0.3806359,0.09048518,0.7122874,-128.3905,169.5055,-256.0347,0.0,0.9569241,0.0,Spontaneous,62.213019999999986,39.03829999999999,53.022729,90.58619384331058,860.8771174394868
560,0.3940484,-0.3038681,-0.3330281,70.44881,43.87033,209.1129,0.0,0.3953854,0.0,53.394600000000025,-0.3479888,0.1079018,0.8510774,-137.3464,171.7635,-260.5388,0.0,1.024439,0.0,Spontaneous,49.82674999999999,3.2642999999999915,-20.53197,53.99002187565216,929.3254020550814
561,0.3261778,-0.2299932,-0.3043543,37.84468,-15.78747,212.7203,0.0,0.0,0.0,53.47700000000003,-0.4058273,-0.006784148,1.046053,-144.8404,179.0158,-241.7579,0.0,1.159773,0.0,Spontaneous,45.92895999999999,-28.771299999999997,-76.60453,93.83768479077315,659.4700146012591
562,0.3233063,-0.2273823,-0.2652915,16.06964,5.201272,227.8992,0.0,0.0,0.0,53.55990000000003,-0.241459,0.1715618,1.161052,-148.5364,179.687,-249.7703,0.6520885,2.249029,0.8811507,Spontaneous,49.17805000000001,-44.6883,-121.59394,138.5662693566371,471.8524436378391
563,0.365269,-0.2067803,-0.2308843,10.34579,1.655716,216.785,0.0,0.0,0.0,53.64270000000005,-0.8573273,-0.0686949,1.418983,-150.708,186.679,-259.7039,0.7618433,1.423255,1.0,Spontaneous,52.96667000000001,-42.19390000000001,-141.85201,157.18710528901218,174.13486258744894
564,0.5132937,-0.1882515,-0.2090823,20.98889,-23.36359,181.9325,0.0,0.0,0.0,53.72570000000002,-1.254646,-0.1957,1.490069,-148.8423,193.3521,-257.5695,0.7327115,1.292141,0.9004377,Spontaneous,66.74942000000001,-16.51830000000001,-126.67072999999999,144.13123583720255,618.2458651830649
565,0.5505719,-0.3230042,-0.266238,54.15298,-13.87149,176.7783,0.0,0.04094937,0.0,53.80830000000003,-0.7660469,-0.06702559,1.284297,-143.32,193.1946,-246.0098,0.8274516,1.622483,1.0,Spontaneous,85.55122999999999,12.844400000000007,-69.93835270000001,111.24461669789912,960.003158814191
566,0.5079896,-0.385498,-0.3696151,97.08971,11.0136,189.8949,0.0,0.01283077,0.0,53.891200000000026,0.01901063,0.3348952,0.8969693,-140.6811,172.1219,-234.7097,0.9449494,2.107452,1.0,Spontaneous,94.10068,36.613,9.288020000000003,101.39880206877594,944.3885457696065
567,0.5488216,-0.499203,-0.3857041,124.7398,56.6484,209.6039,0.0818547,0.7768708,0.0,53.974000000000046,0.06914116,0.3587907,0.6847081,-134.3049,165.9448,-232.5791,0.03577131,2.520087,0.3086809,Spontaneous,104.06595999999999,63.0309,71.78541700000001,141.26487348026575,696.2351352230226
568,0.7626233,-0.6233423,-0.3643162,139.3062,47.6486,205.4458,0.5357917,1.402652,0.0,54.057000000000016,0.2174453,0.5527859,0.4595506,-126.1031,150.9397,-224.3428,0.3740115,1.672237,0.008627124,Spontaneous,110.85557,88.70279999999997,121.69109999999999,186.99162533941163,493.0716942728166
569,0.7403683,-0.5930513,-0.4097271,143.7004,43.18312,207.1317,0.03270432,0.8747655,0.0,54.13980000000004,0.3676618,0.7262932,0.2533691,-116.3352,134.9245,-213.0411,0.0,0.5521361,0.0,Spontaneous,109.0289,95.78380000000001,142.90776,203.6773557513638,151.1080408471073
570,0.8284841,-0.6464749,-0.4425503,116.5728,1.625353,159.8322,0.0,0.0,0.0,54.222500000000025,0.4609775,0.9073315,0.1117139,-105.4285,122.149,-177.6992,0.0,0.06675661,0.0,Spontaneous,94.35240999999999,86.9255,130.91986,183.29874403682555,331.09690335805954
571,0.7847483,-0.642738,-0.440037,80.48292,-9.475677,133.6091,0.0,0.1914219,0.0,54.305300000000045,0.5191833,1.0631,0.05484778,-100.5685,117.4077,-186.6042,0.0,0.004835632,0.0,Spontaneous,80.85199999999999,74.18289999999999,96.88479000000001,146.37899811705947,507.6328985718297
572,0.6746638,-0.4753506,-0.4274902,45.9937,-32.30038,141.9328,0.0,0.0,0.0,54.38820000000004,0.4933422,1.063113,0.07892968,-100.1968,121.2203,-163.7917,0.0,0.0,0.0,Spontaneous,66.17599,46.702200000000005,54.3236198,97.52647233184973,818.2985193756667
573,0.6371422,-0.3440467,-0.388976,14.42625,-35.61804,150.2601,0.0,0.0,0.0,54.471,0.3671468,0.8299298,0.2826555,-111.6338,136.2884,-181.1006,0.0,0.6567667,0.0,Spontaneous,57.427049999999994,16.95270000000002,5.464979999999997,60.12591883200539,566.5561945973575
574,0.5471931,-0.244048,-0.3454484,3.017286,-27.22852,161.2235,0.0,0.02332543,0.0,54.55380000000002,0.1046492,0.5400415,0.5256848,-121.6251,149.8943,-216.4843,0.5215961,1.623674,0.03965754,Spontaneous,61.80806999999999,9.255499999999984,-29.33388,69.03896228383867,286.68816607283304
575,0.5630036,-0.2750985,-0.350143,6.84395,-29.87661,160.1519,0.0,0.0833872,0.0,54.63670000000002,-0.09901862,0.3522575,0.6958503,-128.0992,165.7974,-226.4238,0.3584451,1.656251,0.2434802,Spontaneous,64.66454999999999,4.7409000000000106,-46.2787643,79.65992834949986,224.77353130158474
576,0.5506148,-0.2621565,-0.3754157,21.79718,-33.92906,162.8149,0.0,0.0,0.0,54.7201,0.03513426,0.389911,0.7945154,-136.1362,168.2479,-200.3914,0.3832324,1.769273,0.2911787,Spontaneous,60.78492,-2.934899999999999,-50.14466,78.85370672284213,60.09714835296679
577,0.5198987,-0.3341937,-0.4339935,46.36391,-25.13383,158.4768,0.0,0.1160352,0.0,54.8023,0.05486091,0.3834057,0.9471433,-141.4988,175.8754,-187.5746,1.0,1.838131,1.0,Spontaneous,66.83256,2.4425999999999988,-39.133283000000006,77.48529672958405,239.03977143078868
578,0.5962874,-0.4292013,-0.4619851,68.81381,-15.15675,145.5859,0.0,0.4924649,0.0,54.8852,0.03571598,0.4892575,1.122897,-148.4696,184.3136,-234.0541,1.0,1.953457,1.0,Spontaneous,77.04396999999999,13.272999999999996,-20.381909999999998,80.79212893351058,364.28516670187275
579,0.6398464,-0.5143835,-0.5389168,85.15644,13.51618,157.4496,0.0,0.3961246,0.0,54.96800000000002,0.3587296,0.4975249,1.337778,-152.2657,186.0598,-228.7971,1.0,3.141593,0.1813491,Spontaneous,83.48121,19.075800000000015,-4.875710000000005,85.77162186124383,166.58896321083517
580,0.6754969,-0.5525149,-0.5265703,85.32502,19.00085,157.9608,0.0,0.7417724,0.0,55.05090000000001,1.600292,0.7002919,1.602764,-128.532,166.6157,-276.6742,1.0,3.141593,0.433858,Spontaneous,90.97822000000001,9.296700000000016,-10.839210000000001,92.09209313878418,479.07577625309193
581,0.5258585,-0.4646973,-0.49835,83.77376,33.72123,166.938,0.0,0.5456604,0.0,55.13370000000003,1.981744,-1.133782,-2.679989,-80.78312,191.8764,-285.7856,1.0,3.141593,0.7133031,Spontaneous,94.08742000000001,-24.432500000000005,-26.58775,100.77846053879223,219.4092701303983
582,0.4737143,-0.4972514,-0.4606463,71.23617,37.65478,173.8255,0.0,0.5691001,0.0,55.21650000000005,1.778602,-1.236525,-2.29029,-73.31184,199.3767,-250.1782,0.1521303,2.50722,0.9894469,Spontaneous,93.32858,-46.65039999999999,-23.311899999999998,106.91084297949577,53.3437107427858
583,0.4022326,-0.5245859,-0.4435474,50.11385,30.71605,171.3832,0.0,0.4305413,0.0,55.29930000000002,1.480649,-1.598422,-0.3525155,-71.73418,169.3,-248.5726,0.0,2.679788,0.5159137,Spontaneous,95.59213999999999,-37.338300000000004,-20.050732999999997,104.56594938366355,454.5899547951648
584,0.4010905,-0.4425211,-0.4029086,23.90661,-8.715155,165.6659,0.0,0.0,0.0,55.38220000000001,1.125264,-2.304269,0.5253887,-85.67827,151.8812,-245.2574,1.0,3.141593,1.0,Spontaneous,88.66201000000001,-33.7021,-30.3184447,99.57907235296511,261.5931058278352
585,0.3712247,-0.3315746,-0.4028586,5.032606,11.16762,193.9445,0.0,0.0,0.0,55.46570000000003,0.9421995,-2.579971,0.4682269,-92.54961,148.745,-237.0153,0.9312791,3.141593,1.0,Spontaneous,80.50222,-40.583,-45.106397,100.80761064646859,156.0567487760888
586,0.3984686,-0.340428,-0.4422994,1.938499,20.64998,178.3432,0.0,0.0,0.0,55.54780000000005,1.047547,-2.473178,0.464917,-95.85873,148.5826,-229.8236,1.0,3.141593,1.0,Spontaneous,71.14421999999999,-47.052899999999994,-49.009266000000004,98.37369359578379,81.24496835546309
587,0.4860185,-0.6543192,-0.6539193,-0.5797839,17.15042,158.0616,0.0,0.01447297,0.0,55.63120000000004,1.371122,-1.913434,0.5377502,-96.2989,150.3393,-204.6674,1.0,3.141593,1.0,Spontaneous,58.63449,-45.66980000000001,-53.810416,91.75671593781655,177.94694598264567
588,0.6233385,-1.087837,-0.8988079,-3.89134,37.1468,100.8923,0.0,0.0,0.0,55.71350000000001,1.595774,-1.702301,1.71813,-101.704,150.1022,-205.7561,1.0,3.141593,1.0,Spontaneous,58.86709999999999,-35.793000000000006,-55.714,88.60318339320546,326.8273993852864
589,0.7142936,-1.991537,-0.7319289,1.817496,34.4035,101.8955,0.0,0.0,0.0,55.79630000000003,1.693335,-1.331827,1.87562,-115.6648,132.3558,-211.0087,1.0,3.141593,0.663496,Spontaneous,88.52825999999999,4.000999999999976,-55.336209999999994,104.47658568689779,352.05416526678687
590,0.6428918,-2.135548,-0.5882233,4.469796,68.00892,130.9546,0.0,0.0,0.0,55.8793,1.911999,-0.5002615,2.09593,-122.6443,125.4682,-239.4904,0.5241939,2.958943,0.0,Spontaneous,98.21075000000002,11.759299999999996,-62.45794,116.98130970841497,166.91218919341873
591,0.5481277,-2.017593,-0.5520952,2.100559,80.86623,132.9466,0.0,0.0,0.0,55.962000000000046,2.258309,-0.3322702,1.949299,-135.8356,135.7243,-270.8028,0.7748542,2.648993,0.2543695,Spontaneous,108.97106,20.716499999999996,-77.86627999999999,135.52498976503188,241.98267104107617
592,0.5032889,-1.538646,-0.5452998,-0.9098213,50.52437,129.7231,0.0,0.1041012,0.0,56.04510000000005,-1.328469,-0.2048726,1.504342,-141.3496,175.4981,-286.4782,0.7058032,1.381379,1.0,Spontaneous,107.29842,24.418900000000008,-81.29303,136.81297576723964,49.765237081550374
593,0.4319894,-0.9822075,-0.5493828,0.5684059,50.51953,130.3404,0.0,0.3380778,0.0,56.1277,-0.4792747,-0.02004076,1.070654,-145.5753,170.9397,-226.0214,0.361273,1.318546,0.0,Spontaneous,87.26521000000001,25.32249999999999,-76.75188,118.94241029224395,327.9389477622116
594,0.4688819,-0.5778872,-0.5444496,4.636298,28.71491,144.2015,0.0,0.5118124,0.0,56.210500000000025,-0.377706,-0.07579276,0.8845268,-146.1393,171.3535,-258.0091,0.0642162,1.159878,0.0,Spontaneous,76.80801999999998,31.037599999999998,-63.45488,104.35193503665755,202.6423339556375
595,0.305438,-0.3138096,-0.5596358,14.27147,17.88814,155.7149,0.0,0.1411604,0.0,56.29350000000005,-0.063442,0.0636356,0.6569236,-144.5542,164.95,-264.0438,0.1056524,1.149652,0.2249603,Spontaneous,62.72712000000001,20.56479999999999,-44.837526999999994,79.79978953612678,217.9002279234019
596,0.3061023,-0.2588675,-0.5572291,17.06988,30.84643,141.4056,0.0,0.3255045,0.0,56.37620000000004,-0.0165892,0.03309133,0.6225514,-143.301,161.7611,-226.3562,0.0,0.8498846,0.05677674,Spontaneous,50.44327999999999,25.902500000000003,-39.371183,69.03299250523541,191.72630881155965
597,0.401609,-0.2915349,-0.5689288,15.11122,40.49445,124.4189,0.0,0.6962345,0.0,56.45910000000004,-0.1099366,-0.01202996,0.6645238,-145.5764,164.1239,-233.2973,0.0,0.8455454,0.0,Spontaneous,45.74249999999999,54.561499999999995,-46.29152,84.92489865999487,437.9903398213349
598,0.4807203,-0.3676946,-0.5759592,15.03025,70.47663,118.7678,0.0,0.6513768,0.0,56.5419,-0.5955167,-0.002484848,0.9786937,-151.9416,163.9473,-277.4076,0.0,1.102176,0.0,Spontaneous,42.662670000000006,93.4487,-56.75929,117.36430438818695,395.8350781684778
599,0.567815,-0.4179545,-0.5896952,18.39599,102.383,115.295,0.0,0.8169494,0.0,56.62470000000002,-1.041922,-0.1917965,1.293446,-142.5914,172.1345,-268.0992,0.0,2.019979,0.0,Spontaneous,55.38655999999999,122.20679999999999,-58.18973,146.24711167180874,309.0911188033418
600,0.6543302,-0.4386101,-0.6159418,22.33264,107.4285,108.0665,0.0,0.6894582,0.0,56.70750000000004,-1.56114,-0.5630561,1.564591,-137.0943,181.3204,-296.2842,0.0,1.196627,0.1741399,Spontaneous,60.75041999999999,144.5405,-59.29838,167.6271682665158,234.22693505855787
601,0.6691475,-0.4412992,-0.6332128,23.77648,114.2471,105.1005,0.0,0.6800413,0.0,56.7903,-2.137497,-0.5781373,1.773656,-137.0078,165.8216,-302.0984,0.0,1.542663,1.0,Spontaneous,63.97486000000001,149.4072,-61.78644,173.87598537961819,18.200857342172757
602,0.6496424,-0.448022,-0.6518555,23.99188,101.6103,112.5157,0.0,0.5866344,0.0,56.87320000000005,2.599284,-0.6532171,2.179157,-120.1221,124.8253,-276.9345,0.0,2.021356,0.04592573,Spontaneous,68.03874000000002,134.1455,-65.78197,164.1692811951082,267.16655614297025
603,0.5871844,-0.4350086,-0.6732242,21.93418,81.46105,121.3977,0.0,0.5336245,0.0,56.9563,2.21867,-0.8260154,2.404398,-103.9617,100.6481,-256.2469,0.0,2.149426,0.0,Spontaneous,65.04530999999999,107.34599999999998,-55.71755,137.32625913130596,559.8280314535987
604,0.4519504,-0.4038745,-0.6727493,22.35938,61.0277,141.3304,0.0,0.5198302,0.0,57.03920000000005,1.889434,-1.32452,2.302465,-93.31835,96.30331,-215.7009,0.02827049,2.181156,0.01049956,Spontaneous,63.68513,58.08620000000002,-39.75738,94.9233990016229,352.3478420564585
605,0.3394196,-0.3119884,-0.6886833,22.18235,51.80031,144.8083,0.0,0.4726617,0.0,57.12170000000003,1.59411,-1.784292,1.660208,-88.55376,96.80888,-187.083,0.0,2.258725,0.7250848,Spontaneous,64.63726999999999,19.951899999999995,-18.615883,70.16128623772933,604.39115558258
606,0.2411811,-0.2451634,-0.727783,21.18462,56.62157,154.0175,0.0,0.3142729,0.0,57.20450000000005,1.25745,-2.032037,0.4636638,-77.12502,121.5385,-199.221,1.0,3.141593,0.3539059,Spontaneous,74.47109,-27.956799999999987,5.643470000000001,79.74568744245046,667.0674806700489
